"bank","address","label","original_string","translated[en]","translated[fr]","translated[id]","notes","notes2","","","","","","","","","","","","","","","","","","",""
"08","51e5","","// init NAME_13, $1a
巴洛特!
莫老師來了。
快回位置坐好。
你的位置有點變
動唷!
就在最右上方的
座位。","// init NAME_13, $1a
Ballot! Mr. Mo is here.
Go back to your seat. Your seating position changed! You're now in the top right seat.","// init NAME_13, $1a
Ballot! M. Mo est là.
Retourne à ta place.
Ta place a changé! Tu es en haut à droite de la salle, maintenant.","// init NAME_13, $1a
Ballot! Pak Mo sudah datang.
Kembalilah ke tempat duduk kamu. Tempatmu berubah! Kamu di paling atas sebelah kanan.","","","","","","","","","","","","","","","","","","","","",""
"08","522e","","// init NAME_15, $24
巴洛特!
老師都已經來了
，
你要上哪兒去呢
?
快回去坐好!","// init NAME_15, $24
Ballot!
Where do you think you're going? Hurry up and sit down!","// init NAME_15, $24
Ballot!
Tu crois aller où comme ça? Dépêche-toi d'aller t'asseoir!","// init NAME_15, $24
Ballot!
Kemanakah kau? Cepat duduk kembali!","","","","","","","","","","","","","","","","","","","","",""
"08","5267","","// init NAME_13, $1a
快回位置坐好。
你的位置就在最
右上方的座位。","// init NAME_13, $1a
Quickly return to your seat. You're sitting at the upper right.","// init NAME_13, $1a
Va vite t'asseoir. Tu es en haut à droite de la salle.","// init NAME_13, $1a
Segeralah duduk kembali. Kamu duduk di sebelah kanan atas.","","","","","","","","","","","","","","","","","","","","",""
"08","5291","","// init NAME_12, $26
OH~
BABY~
上課了，
像我這樣的好學
生，
一定會專心聽課
的。","// init NAME_12, $26
Oh baby~
It's time for class! You should pay attention to the lesson and be more conscientious like me.","// init NAME_12, $26
Oh baby~
Le cours va commencer! Tu ferais mieux de suivre l'exemple d'un élève scrupuleux comme moi et suivre la leçon.","// init NAME_12, $26
Oh baby~
Waktunya kelas! Kau harus memperhatikan pelajaran dan lebih teliti sepertiku.","","","","","","","","","","","","","","","","","","","","",""
"08","52d0","","// init NAME_BLANK, $1e
上⋯上⋯
上課⋯課了。
巴‧巴巴洛特⋯
快去⋯坐⋯
坐⋯坐好。","// init NAME_BLANK, $1e
It's time for cl... class.
B-Ba-Ballot...
G-go sit... sit down.","// init NAME_BLANK, $1e
L... L-le c-cours va... commencer.
B-Ba-Ballot...
V-va... t-t'asseoir.","// init NAME_BLANK, $1e
W-waktunya... k-kelas.
B-Ba-Ballot...
D-duduklah...","wow this is a pretty good machine translation, literally and figuratively","","","","","","","","","","","","","","","","","","","",""
"08","5306","","// init NAME_15, $24
大家都知道吧?
晚上會有一場很
壯觀的流星雨。
大家一定也很期
待吧!","// init NAME_15, $24
Good morning, class!
There will be a spectacular meteor shower tonight. You all know that, right?
I'm sure you're all looking forward to it!","// init NAME_15, $24
Bonjour, les enfants!
Il va y avoir une pluie de météores spectaculaire cette nuit. Vous le savez, n'est-ce pas?
Je suis sûr que vous êtes tous impatients d'y être!","// init NAME_15, $24
Selamat pagi, anak-anak!
Nanti malam akan ada hujan meteor yang menakjubkan. Semuanya tahu, kan?
Saya yakin kalian semua ingin melihatnya!","added greeting","","","","","","","","","","","","","","","","","","","",""
"08","5346","","// init NAME_12, $26
OH~
BABY~
爸爸還特地買了
，
超超豪華天文望
遠鏡給隼人呢。","// init NAME_12, $26
Oh baby~
Dad bought a super deluxe telescope for Hayato just for the occasion!","// init NAME_12, $26
Oh baby~
Papa m'a acheté un super télescope méga-cher juste pour ça!","// init NAME_12, $26
Oh baby~
Papa belikan teleskop super deluxe untuk Hayato hanya untuk peristiwa itu!","","","","","","","","","","","","","","","","","","","","",""
"08","5387","","// init NAME_15, $24
很⋯很好⋯⋯
誰知道這個流星
雨的詳細資料?","// init NAME_15, $24
Yeah... Very, very good...
Anyway, can anyone tell me more about this meteor shower?","// init NAME_15, $24
Ah... Très bien...
En tout cas, est-ce que quelqu'un peut en dire plus sur cette pluie de météorites?","// init NAME_15, $24
Ya... sangat, sangat bagus...
Lalu, siapakah yang bisa menceritakan tentang hujan meteor ini?","mr. mo sweat emote","","","","","","","","","","","","","","","","","","","",""
"08","53af","","// init NAME_BALLOT, $00
弗烈茲星系流星
雨，
離上次流星雨事
件120年。
距地球1932
光年。","// init NAME_BALLOT, $00
The meteor shower originates in the Frigo Galaxy.

It's been 120 years since the last meteor shower event took place, about 1932 light years from Earth.","// init NAME_BALLOT, $00
La pluie de météores vient de la galaxie Frigo.

C'est la première pluie de météores depuis 120 ans, qui a eu lieu à 1932 années-lumière de la Terre.","// init NAME_BALLOT, $00
Hujan meteor itu berasal dari Galaksi Frigo.

Sudah 120 tahun sejak hujan meteor terakhir, sekitar 1932 tahun cahaya jauhnya dari Bumi.","deepl said ""fritz galaxy"", google translate said ""frieze galaxy"", i say ""frigo galaxy"" -WHY
haven't found any other reference and it sounds close enough","","","","","","","","","","","","","","","","","","","",""
"08","53ef","","// init NAME_15, $24
完全正確!!
為了獎勵大家，
今天就提早下課
吧!
巴洛特!
老師待會會到你
家。
和你父親商量，
晚上借天文館看
流星雨的事。
待會見了。","// init NAME_15, $24
Bravo, bravo!

As a reward, I'll dismiss you all early today!

Ballot! I'll visit your house later to ask your father about watching the meteor shower at the observatory tonight. I'll see you later.","// init NAME_15, $24
Bravo, très bien!

En récompense, vous pouvez tous partir plus tôt aujourd'hui!

Ballot! Je vais passer chez toi plus tard pour demander à ton père l'autorisation de regarder la pluie de météores cette nuit.
A plus tard.","// init NAME_15, $24
Bravo, bravo!

Sebagai hadiah, kalian saya pulangkan lebih awal hari ini!

Ballot! Nanti saya berkunjung ke rumahmu untuk menanyakan ayahmu tentang mengamati hujan meteor di observatorium malam ini. Sampai jumpa.","","","","","","","","","","","","","","","","","","","","",""
"08","5468","","// init NAME_11, $11
不行~!
絕對不行。","// init NAME_11, $11
No! Certainly not.","// init NAME_11, $11
Non! Certainement pas.","// init NAME_11, $11
Tidak! Tidak boleh.","","","","","","","","","","","","","","","","","","","","",""
"08","547e","","// init NAME_15, $24
我不曉得什麼事
，
讓先生這麼生氣
!
但出借天文館，
讓小朋友觀賞流
星雨，
不是件壞事吧!","// init NAME_15, $24
I don't know why you're making such a fuss about it!

Just let the kids watch the meteor shower, what could go wrong?","// init NAME_15, $24
Je ne comprends pas pourquoi vous en faites tout un plat!

Laissez donc les enfants regarder la pluie de météores. Qu'est-ce qui pourrait arriver?","// init NAME_15, $24
Saya tidak tahu mengapa anda repot-repot tentang ini!

Biarlah anak-anak menonton hujan meteor, apa masalahnya?","i'm pretty sure this is actually a close translation","","","","","","","","","","","","","","","","","","","",""
"08","54d2","","// init NAME_11, $11
不行~
就是今晚不行!","// init NAME_11, $11
No, I can't. Especially not tonight, of all nights.","// init NAME_11, $11
Non, je ne peux pas. Surtout pas cette nuit.","// init NAME_11, $11
Tidak, saya tidak bisa. Khusus malam ini.","","","","","","","","","","","","","","","","","","","","",""
"08","54eb","","// init NAME_15, $24
⋯⋯
真是不可理諭!","// init NAME_15, $24
...You're not making any sense!","// init NAME_15, $24
...C'est complètement insensé!","// init NAME_15, $24
...Anda tidak masuk akal!","","","","","","","","","","","","","","","","","","","","",""
"08","5500","","// init NAME_BALLOT, $00
爸⋯你怎麼了!","// init NAME_BALLOT, $00
Dad... what's wrong with you?","// init NAME_BALLOT, $00
Papa... Qu'est-ce que tu as, en ce moment?","// init NAME_BALLOT, $00
Ayah... ada apa denganmu?","","","","","","","","","","","","","","","","","","","","",""
"08","550e","","// init NAME_11, $11
巴洛特!!
你千萬要記住!
今天晚上!
就是今天晚上!
無論如何~
你都要待在家裡
。
無論聽到什麼聲
音，
都不要出來。
知道嗎?","// init NAME_11, $11
Ballot! You must remember!

Tonight, and only tonight!

No matter what, you must stay home. No matter what you hear, don't come out. Do you understand?","// init NAME_11, $11
Ballot! Rappelle-t'en bien!

Cette nuit! Et seulement cette nuit!

Quoi qu'il arrive, tu dois rester à la maison. Peu importe ce que tu entends, ne sors pas. Est-ce que c'est clair?","// init NAME_11, $11
Ballot! Kamu harus ingat!

Malam ini, dan hanya malam ini!

Apapun yang terjadi, tetaplah di rumah. Tak peduli apa yang kamu dengar, jangan keluar. Mengerti?","","","","","","","","","","","","","","","","","","","","",""
"08","557d","","// init NAME_BALLOT, $00
怎麼回事?","// init NAME_BALLOT, $00
What's going on?","// init NAME_BALLOT, $00
Qu'est-ce qui se passe?","// init NAME_BALLOT, $00
Apa yang sedang terjadi?","","","","","","","","","","","","","","","","","","","","",""
"08","558a","","// init NAME_11, $11
⋯⋯⋯","// init NAME_11, $11
...","// init NAME_11, $11
...","// init NAME_11, $11
...","directly precedes the meteor shower cutscene","","","","","","","","","","","","","","","","","","","",""
"08","5592","","// init NAME_15, $24
各位同學，
下課了!","// init NAME_15, $24
Students, class dismissed!","// init NAME_15, $24
Les enfants, le cours est fini!","// init NAME_15, $24
Anak-anak, kelas dibubarkan!","","","","","","","","","","","","","","","","","","","","",""
"08","55a7","","// init NAME_BALLOT, $00
不行~
要趕快去天文台
找爸爸回家
吃晚飯!","// init NAME_BALLOT, $00
I can't! I have to go to the observatory quickly, find my dad and get home for dinner!","// init NAME_BALLOT, $00
Pas maintenant! Je dois vite aller à l'observatoire, trouver papa et revenir à la maison pour le dîner!","// init NAME_BALLOT, $00
Tidak bisa! Aku harus segera ke observatorium, cari Ayah dan pulang untuk makan malam!","going out of town before finding dad","","","","","","","","","","","","","","","","","","","",""
