"bank","address","label","original_string","translated_string","text_kind","notes",""
"12","5d7a","","// init $00, $1a
嗚~嗚~大家都
變得好奇怪峨!
嗚嗚~人家不要
啦!
","// init $00, $1a
Everyone is getting so weird! I don't want to!
","repoint_target","","deepL"
"12","5dab","","// init $00, $23
咖啡林的咖啡怪
真是可怕!一聞
到牠的氣味，人
都會變得非常的
興奮!我得要將
門窗關緊才行!
","// init $00, $23
The coffee monster in the coffee forest is really scary! When I smell it, people become very excited! I have to close the doors and windows tightly!
","repoint_target","","deepL"
"12","5dff","","// init $00, $25
聽說馬克被瘋狂
的羊群撞成重傷
，而他的妹妹~
妮娜為了照顧他
，把所有值錢的
東西都賣了!
他們的老閱還因
為不要照顧病人
，而把他們解雇
了!真是可憐⋯
","// init $00, $25
I heard that Mark was seriously injured by the crazy sheep and his sister ~ Nina sold all her valuable things to take care of him! Their old reading also fired them for not taking care of the patient! What a pity...
","repoint_target","","deepL"
"12","5e82","","// init $24, $22
開什麼玩笑!馬
克被瘋狂的羊撞
傷了，才不是我
的錯!只能怪他
不小心!妮娜還
因為這樣，一直
都沒來工作!
我對他們實在是
太好了!他們才
會這麼放肆!從
現在開始，他們
二個都不用來工
作了!
","// init $24, $22
You're kidding! It's not my fault that Mark got hit by a crazy sheep! It's his fault for being careless! And Nina never came to work because of it! I am so good to them! That's why they are so reckless! From now on, they both don't have to come to work!
","repoint_target","","deepL"
"12","5f2e","","// init $00, $21
真是麻煩⋯
看樣子，馬克
傷得非
常
的重!
要是沒有
天使之葉的話，
恐怕是
救不活
了
!
為了
減
少
不必要
的麻煩，
解雇他們是非常
正確
的
選擇。
","// init $00, $21
What a pain in the ass... It looks like Mark is very badly hurt! If there is no Angel Leaf, I'm afraid it can not be saved! In order to reduce unnecessary trouble, dismissing them is the right choice.
","repoint_target","","deepL"
"12","5fa8","","// init $00, $1e
鳴哇~嗚~媽媽
變得好可怕啊!
","// init $00, $1e
Tweet Wow~ Wow~ Mom has become so scary!
","repoint_target","","deepL"
"12","5fc7","","// init $00, $1f
呵呵呵~啊!!
這個切菜聲⋯⋯
怎麼會叫人這麼
興奮!興奮興奮
興奮興奮!切骨
聲?要是聽到切
骨聲的話，會更
興奮吧?
老公~切骨聲!
","// init $00, $1f
Ohhhhhhhh! The sound of chopping vegetables... how can you be so excited! Excited, excited, excited, excited! Bone cutting sound? If you hear the sound of cutting bones, you will be more excited, right? Honey, the sound of cutting bones!
","repoint_target","","deepL"
"12","6032","","// init $00, $18
老⋯老⋯老婆?
妳拿著菜刀做什
麼?不⋯不要過
來!!
","// init $00, $18
Old... old... wife? What are you doing with the kitchen knife? No... don't come here!
","repoint_target","","deepL"
"12","6064","","// init $00, $18
老婆從街上回來
後，彷彿就變了
一個人!
一定是聞到了咖
啡怪的氣味。
這該怎麼辦才好
?
","// init $00, $18
When my wife came back from the street, she seemed to be a different person! She must have smelled the coffee monster. What should I do?
","repoint_target","","deepL"
"12","60b5","","// init $00, $16
山達農莊原來是
盛産咖啡豆及天
使之葉的小鎮。
天使之葉?
呵呵~不論是多
重的傷，只要有
天使之葉的話，
都不是問題唷!
但自從咖啡林被
咖啡怪佔據後，
這些全部都沒有
人敢去採收了⋯
","// init $00, $16
Sandal Farm is a small town that produces coffee beans and angel leaves. Angel leaves? No matter how heavy the injuries are, as long as there are angel leaves, it's not a problem! But since the coffee forest was occupied by the coffee monster, no one has dared to harvest these ...
","repoint_target","","deepL"
"12","6159","","// init $25, $4f
⋯呃⋯⋯
","// init $25, $4f
⋯...uh...
","repoint_target","","deepL"
"12","6164","","// init $26, $0b
咩~咩咩~
","// init $26, $0b
baa~baa~
","repoint_target","","deepL"
"12","6171","","// init $03, $34
哥~哥~怎麼辦
連爸爸留下來的
那個，都賣掉了
⋯已經沒有買蔡
的錢了⋯⋯
要怎麼辦?
","// init $03, $34
I'm not sure what I'm going to do, but I'm not sure what I'm going to do.
","repoint_target","","deepL"
"12","61be","","// init $01, $2e
怎麼回事?
","// init $01, $2e
What's going on?
","repoint_target","","deepL"
"12","61cb","","// init $03, $34
嗚~嗚~哥哥在
放羊的時候，羊
突然聞到了咖啡
怪的味道。
全都變得非常的
瘋狂，哥哥也受
了重傷!我試過
很多的蔡，但哥
哥的傷還是愈來
愈嚴重⋯
怎麼辦?
","// init $03, $34
When my brother was herding sheep, they suddenly smelled the smell of coffee. They all became very crazy, and my brother was seriously injured! I've tried many things, but my brother's injuries are getting worse and worse... what should I do?
","repoint_target","","deepL"
"12","6253","","// init $01, $2d
這弦月型的項鍊
好別緻!
項鍊?月琉璃?
這不就是月琉璃
嗎?難道他就是
⋯⋯
","// init $01, $2d
This string moon necklace is so chic! Necklace? Moon glaze? Isn't this the moon glaze? Is it possible that he is...
","repoint_target","","deepL"
"12","629b","","// init $03, $34
哥哥的項鍊，我
也是在他受傷時
，才發現的。但
是哥哥的狀況，
如果沒有天使之
葉的話⋯嗚嗚嗚
~
","// init $03, $34
I only found my brother's necklace when he was injured. But brother's condition, if there is no angel leaf ... woo woo woo ~
","repoint_target","","deepL"
"12","62f3","","// init $01, $2e
天使之葉?
","// init $01, $2e
Angel Leaf?
","repoint_target","","deepL"
"12","6300","","// init $03, $35
咖啡林的最深處
，有顆天使樹。
它的葉子具有強
烈的治傷療效。
但是咖啡林被咖
啡怪佔據了，沒
有人敢到裡面採
取天使之葉。
","// init $03, $35
In the deepest part of the coffee forest, there is an angel tree. Its leaves have a strong healing effect. But the coffee forest is occupied by coffee monsters, no one dares to take the angel leaves inside.
","repoint_target","","deepL"
"12","636e","","// init $01, $2e
咖啡林?
我一定會將天使
之葉採回來的!
","// init $01, $2e
The coffee forest? I will definitely pick the angel leaves back!
","repoint_target","","deepL"
"12","6394","","// init $03, $33
真的?謝謝你~
謝謝你!妮娜和
你一起去!
咖啡林裡有許多
阻擋的刺刺草!
如果沒有小綿羊
的話，會很麻煩
的!
","// init $03, $33
Really? Thank you~ Thank you! Nina will go with you! The coffee forest has a lot of blocking thorny grass! Without the sheep, it would have been a problem!
","repoint_target","","deepL"
"12","63f5","","// init $01, $2e
妮娜&小綿羊加
入隊伍!
","// init $01, $2e
Nina & Sheep join the team!
","repoint_target","","deepL"
"12","640c","","// init $18, $2f
如果將妮娜置於
隊伍前頭，小線
羊可以清除阻擋
道路之刺刺草。
","// init $18, $2f
If Nina is placed at the front of the team, the lamb can clear the thorny grass that blocks the path.
","repoint_target","","deepL"
"12","6443","","// init $01, $2c
嗚~好痛!
被這種草刺到，
就像被針刺到一
樣!
","// init $01, $2c
Ouch! Being pricked by this grass is like being pricked by a needle! ","repoint_target","",""
"12","6471","","// init $27, $51
咕嚕~咕嚕~咕
嚕~
","// init $27, $51
gollum~gollum~gollum~
","repoint_target","","deepL"
"12","6486","","// init $03, $36
槽了!牠要吐出
令人興奮的氣息
了!得趕快打倒
牠才行!
","// init $03, $36
It's grooving! He's about to spit out an exciting breath! We have to beat it!
","repoint_target","","deepL"
"12","64ba","","// init $00, $1d
呀!怎麼回事!
我做了什麼事嗎
?感覺上，好像
做了一場很興奮
的夢⋯⋯
","// init $00, $1d
Yikes! What the hell! Did I do something? It feels like I'm having a very exciting dream...
","repoint_target","","deepL"
"12","64fb","","// init $03, $33
這就是天使樹了
!只要有天使之
葉的話，哥哥的
傷，就一定可以
治好的!
","// init $03, $33
This is the angel tree! As long as there is an angel leaf, brother's injury can be cured for sure!
","repoint_target","","deepL"
"12","653d","","// init $01, $2e
得到了天使之葉
!
","// init $01, $2e
Got the Angel Leaf!
","repoint_target","","deepL"
"12","6550","","// init $00, $20
咖啡林的咖啡怪
消失了?
這真是個好消息
!
為了表示慶祝，
我決定煮一杯超
濃的咖啡~
好好的興奮個夠
!
","// init $00, $20
The coffee monster in the coffee forest is gone? That's great news! To celebrate, I decided to make a super strong cup of coffee ~ get excited!
","repoint_target","","deepL"
"12","65ab","","// init $00, $12
真是可怕⋯
前陣子的流星雨
，擊中西邊的咖
啡林裡的咖啡樹
。
因此變成了咖啡
星怪!
咖啡怪有時會飄
來一陣咖啡的香
氣~
聞到的人都會變
得異常的興奮。
","// init $00, $12
It's scary... The meteor shower a while ago hit the coffee trees in the coffee forest in the west. So it turned into a coffee star monster! The coffee monster sometimes wafts a fragrance of coffee ~ the smell of people will become unusually excited.
","repoint_target","","deepL"
"12","6629","","// init $00, $1d
好像做了一個興
奮的夢~
可是又好像是真
的⋯⋯
","// init $00, $1d
It seems to be an exciting dream ~ but it seems to be true ...
","repoint_target","","deepL"
"12","6655","","// init $00, $19
剛剛做了一個夢
~
夢到我這八十歲
的老人，竟然是
個~女‧超‧人
‧唷!
真是令人不好意
思⋯⋯
不過這真是個累
人的夢。
這八十歲的身體
，累得像要散了
一樣!
","// init $00, $19
I just had a dream that I, an 80-year-old man, was a superwoman. It was embarrassing... but it was a tiring dream. This 80-year-old body is so tired that it looks like it's going to fall apart!
","repoint_target","","deepL"
"12","66e4","","// init $00, $1a
馬克哥哥平常都
會說故事給我們
聽唷!
他是全世界最棒
的人!
媽媽都說他有一
種很特殊的氣質
唷!
","// init $00, $1a
Brother Mark usually tells us stories! He is the best person in the world! Mom says he has a very special temperament!
","repoint_target","","deepL"
"12","673b","","// init $00, $23
其實⋯從很早以
前，我就發現~
妮娜是個大美女
峨!
只要她再花點心
打扮一下的話，
就不得了!
","// init $00, $23
In fact, I found out a long time ago that Nina is a beautiful woman! If she puts a little more effort into dressing up, she'll be great!
","repoint_target","","deepL"
"12","6796","","// init $00, $1e
媽媽又變成原來
的媽媽了!
真是太好了。
","// init $00, $1e
Mom is back to her old self! It's great.
","repoint_target","","deepL"
"12","67b8","","// init $00, $1f
發生了什麼事情
嗎?
為什麼老公跟小
孩都那麼看我?
真是奇怪!
啊!為什麼到處
都有被刀采過的
痕跡!
","// init $00, $1f
What's going on? Why do my husband and kids look at me like that? That's weird! Ah! Why are there traces of knife picking everywhere!
","repoint_target","","deepL"
"12","6812","","// init $00, $18
就是你打敗了咖
啡怪的嗎?
真是非常的感謝
你!
不然的話，我可
能就慘死在菜刀
底下了⋯⋯
","// init $00, $18
Are you the one who defeated the coffee monster? Thank you so much! Otherwise, I might have died under a kitchen knife...
","repoint_target","","deepL"
"12","6864","","// init $00, $18
謝謝你!
","// init $00, $18
Thank you!
","repoint_target","","deepL"
"12","686f","","// init $00, $16
現在是咖啡的盛
産季節，得趕緊
採收才行!
","// init $00, $16
It's coffee season, we need to harvest now!
","repoint_target","","deepL"
"12","6898","","// init $03, $02
哥~這是天使之
葉，趕快吃下!
對~就是這樣⋯
","// init $03, $02
Brother, this is the angel leaf, eat it now! Yes, that's it...
","repoint_target","","deepL"
"12","68c4","","// init $25, $4f
妮娜?
","// init $25, $4f
Nina?
","repoint_target","","deepL"
"12","68ce","","// init $03, $02
哥!沒事就好~
沒事就好⋯⋯
","// init $03, $02
Brother! It's okay~ It's okay...
","repoint_target","","deepL"
"12","68e4","","// init $25, $4f
妮娜~謝謝妳⋯
","// init $25, $4f
Nina, thank you...
","repoint_target","","deepL"
"12","68f5","","// init $03, $36
哥~你胸前的月
型項鍊，真的就
是月琉璃嗎?
","// init $03, $36
Brother, is the moon-shaped necklace on your chest really the moon glaze?
","repoint_target","","deepL"
"12","691e","","// init $25, $4f
月⋯⋯
","// init $25, $4f
Moon...
","repoint_target","","deepL"
"12","6927","","// init $25, $4f
不⋯⋯不是的!
這不是月琉璃，
這只是⋯只是⋯
","// init $25, $4f
No... it's not! It's not Moon Lurie, it's just... just...
","repoint_target","","deepL"
"12","6953","","// init $01, $2c
加業企業的董事
長，為了尋找他
失散的孫子，己
經病倒了，你還
忍心瞧他這樣下
去嗎?
","// init $01, $2c
The chairman of the board of directors of the Karma Corporation has fallen ill trying to find his lost grandson, can you bear to see him go on like this?
","repoint_target","","deepL"
"12","69a3","","// init $03, $02
哥⋯⋯
","// init $03, $02
Brother...
","repoint_target","","deepL"
